a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s,t
26380.8960892,-15127.9411552,2826.40852749,-1290.60096987,-6175.53070679,-421.82191385,-2985.6628301,-5072.11618463,6750.08490021,5109.02878658,-7560.81359526,-7015.92607089,sudden_clarity_clarence,-7921.87266319,13274.9513435,5331.74461296,9690.22609367,235.732144584,2670.66184115,-9142.25603699,258.710589385
-3316.69029327,13352.9262482,4270.54100546,-10414.1443281,10712.8680253,-9306.15724418,4813.36896323,-165.644847173,6408.44858888,1759.29959971,-5302.1361938,7659.52563576,bad_luck_brian,953.37783999,465.804049875,-4375.1359025,966.945010766,2679.22748315,-1501.07670169,2816.94240478,-1362.87137272
-3625.79756908,15108.2611411,2308.70800806,-7015.61466418,11705.8201754,-6820.83792981,2164.86720625,1515.87747057,4311.01756335,-1013.69660939,-5127.07252039,9111.43485174,bad_luck_brian,-1216.41150157,2959.98391965,-4797.83600894,3147.13043468,-1590.88577195,165.315227482,98.8643431802,3451.58320382
-18180.3991384,-12709.9207671,3072.07242204,-4520.24111112,-1903.99892216,2459.45231019,-2838.90278342,1343.64826581,-5807.05753512,-7783.14593907,-6652.09178205,573.927437396,first_day_on_the_internet_kid,-1957.5937674,5019.2351728,-890.430978374,-4547.02123788,808.016540699,-6222.37959296,223.204933059,-905.092057779
14212.5702626,-12241.5750047,3906.78321751,-2748.84386026,-7202.78093739,518.084241873,-6366.43795497,-4249.08065422,6466.74845765,9907.20663526,-4823.69140349,498.72299463,lazy_college_senior,2346.11244412,-7392.45720692,3570.21451196,-1231.28896006,4433.0181773,-1773.82608559,6742.80905435,-5075.61684651
7583.98100932,-3744.11572619,-6199.97873137,323.22302123,-1951.55173711,878.724970731,-2607.94687768,1632.0780145,-3929.15621538,1240.52864153,2256.26735147,-3172.79230995,philosoraptor,-3363.33309055,-178.734036934,-1781.02564506,-2099.44875285,531.274928106,481.970472749,-1646.88046065,4501.17968189
-2554.77127792,11630.5669872,474.877303586,-2856.59108748,-4092.50865784,1948.34933841,-1133.07722011,-431.632420011,-2209.56097322,-5223.58232137,-8081.91010015,-3141.5501451,confession_bear,1093.10546954,-8005.9724758,1109.28799729,3931.95414128,-1961.75914535,2695.45327422,-1643.85292943,5609.83242773
-18009.3663866,-12679.787881,2854.77342064,-4419.31771553,-1456.01018,1037.92173825,-2891.54011844,1576.30141926,-5850.25959078,-6372.17062636,-7185.70810959,730.98256236,first_day_on_the_internet_kid,-858.764773849,6425.46586149,-2208.40273442,-5297.48697113,-189.12599749,-4289.20753862,-3164.33258205,-506.57273196
19070.5372638,-15649.349111,8557.89065549,-7210.01394232,-3600.39927494,1154.21924626,9748.35868945,-618.856623649,-2358.1436123,2003.65467976,1979.70934479,4500.46864405,sudden_clarity_clarence,-382.711343821,947.831912699,-6106.73436127,-3572.43340392,-3863.73310166,5935.22588144,-9794.84380961,3873.69362539
24613.7979865,-8401.87827234,-10446.0322548,4328.85104919,363.289178339,13652.8569389,-6088.44501297,5413.98149192,18983.3580461,3552.77439383,-1782.40939534,-4640.85808851,business_cat,-2640.32115047,6082.24621524,-3045.90604934,-2429.03380669,4479.83351512,-669.799253894,-501.811157518,9829.40677754
-17744.9579919,-10511.2440087,-747.632546997,1901.09588322,-2168.94314655,2784.96926156,-3304.85754247,1477.86946295,-1426.48848698,-4124.71844907,-1864.11085564,-3256.53589961,minor_mistake_marvin,-422.601228717,-312.478915629,-3696.99739223,5638.59547157,-1669.51259174,6223.91317613,4801.97532012,2073.01330926
5212.40558675,18924.7562967,4505.00620746,-271.339461787,-6794.55391278,1680.96397927,5110.64204153,-6194.59613378,-12291.125131,3927.9427193,5792.9352352,-434.932174038,high_expectations_asian_father,-2877.00911238,1567.02998791,-3648.58141931,-562.195512696,1508.73332378,-745.900945052,5800.22601415,-878.294954157
-3626.3263327,7285.23233252,-6912.41301661,346.18835139,-7824.65163972,-9505.43930053,2173.12397542,3511.27460242,1140.52319226,1769.7336134,-2684.72896458,-395.139607827,paranoid_parrot,-1999.34849052,-2004.84386844,-1950.3316178,4414.01241168,3801.09372739,-1769.8694383,-1794.09164487,-10802.5522856
32853.0775731,-5335.32266633,-2688.89670572,4024.52099647,9585.55936974,952.182594963,-931.27286008,-5195.76360822,-3663.73102039,-5643.19789885,-2089.95732768,-7066.35474889,bad_joke_eel,6973.63626209,-3246.59963823,-3824.15926565,-1478.15535848,1364.9447704,-2506.81563408,3798.568552,-5862.4868045
31959.6412111,-7328.69354984,-893.781286735,3476.77540722,8785.63299394,1339.56299045,-728.728938371,-4043.97806344,-4369.0027588,-4439.46962395,106.464964088,-5845.96152799,bad_joke_eel,4596.81910873,416.992008665,-6471.88999874,-560.461910274,-189.841038994,3809.3585087,-1968.74682559,-3378.72324738
6527.06296045,21371.8229611,2630.43987383,232.330398054,-6525.70860148,2925.95366967,3891.07775048,-5145.83744813,-11325.6373912,2796.68906585,2190.29765091,93.0390804798,high_expectations_asian_father,-4177.10665399,6931.5745699,-3109.00753905,173.056557596,-3631.18178862,3892.51985689,2100.12120486,7068.50572319
-14767.5608553,-1662.86289035,-5287.40208648,-4382.00376251,10895.5013904,4526.02671617,5045.10899353,6800.93909038,-2333.02232964,8776.57989881,1521.29141415,-5403.94068223,college_liberal,4982.17032737,104.840287543,2572.20880185,1417.90754113,-3180.66293459,-3592.68603076,810.6007703,-1701.78918593
-11262.9236994,1582.64632637,-3390.65036444,-9306.22565344,9373.89164849,-9307.38639196,-7514.36109219,-7941.06910475,4194.67259532,-4126.83512459,10424.0187759,-5407.78542755,sheltered_college_freshman,-3391.31659749,-941.025490372,3737.03483105,-1894.63275085,1483.43625998,883.74489476,-1151.99320276,747.349148391
-7313.06555,509.540212422,75.327585763,-3067.38067722,-2978.82616536,-3986.24697262,-7346.90407827,-4442.41858519,-3928.20186069,-7681.32868865,3753.14579252,-561.005663646,sheltered_college_freshman,-428.918491422,-4066.28256015,836.810446565,-3929.17545309,-1809.30152961,-9965.69447623,2194.88360487,1071.91222418
24819.6282022,-5790.02387439,-4758.49027321,6179.88980717,14365.2249289,8871.70338421,-5674.01943168,7026.28920908,-7069.70290466,-7281.14864106,3471.56186602,8172.3613882,unpopular_opinion_puffin,-10079.8448083,739.335716121,4158.07623464,7210.28386479,-1967.13757025,-249.643561619,-1798.81437072,-946.439549587
32121.6853272,-3827.36066856,-1118.41507807,2318.11527117,7736.67149463,108.703632019,3448.64448323,-5083.19068503,-1654.02294109,-3739.33507774,-1141.29569001,-2464.73481387,bad_joke_eel,8036.78300312,-160.179227964,-5984.42894506,-2464.34190723,-2677.93610613,1791.14822336,-2402.8550982,2393.09455547
-2481.66449939,11631.7267139,-220.847380693,-936.386493419,-4018.37177606,6234.12631444,2437.18807678,638.688211439,-6494.87305117,2596.28682157,3073.82870427,-1161.57404859,philosoraptor,-3117.3363899,-5067.51978598,736.976730049,-35.7149525254,5790.7434652,-432.193253315,-5246.40650846,-556.589875615
-19032.3314166,-13851.5793215,1959.09304135,-2889.54526655,1803.87257367,881.657687405,-2391.0533353,654.678568556,-2837.06279874,-4250.15975685,-4110.99967139,-3898.0386,first_day_on_the_internet_kid,467.732506475,6564.7982121,1180.56520751,-5015.26611691,3615.05045443,2740.81483914,-2431.81856352,-3024.39775466
-2765.46175294,13207.4029308,-6209.55707401,-2641.42664628,-3561.19007787,1813.78461092,-4824.49606685,-2642.46859536,4493.55983725,3054.18245005,-4518.61716028,2468.1714888,good_guy_greg,823.397635402,875.454787106,6691.05371117,1468.81550812,-3200.57290467,-413.745534544,-1223.63303699,-3851.03776187
-2880.91844388,14343.2709547,3474.17983943,-8194.80463357,12099.9472369,-9011.89372669,4271.25894824,-208.891162665,6337.74025951,904.526857144,-4914.22012373,8644.23372474,bad_luck_brian,-1729.99133818,6160.34145306,-4922.09067914,2285.85900576,-420.414683506,1579.46615908,-1434.81652139,550.610571589
-19165.7754367,-11742.5263368,-8588.82597307,17447.8220055,1818.99507469,-2546.18896311,9312.89717511,-9174.98627399,1783.9787538,870.755972834,-1235.38114348,2773.95395813,advice_god,-2123.95059969,-1314.31032245,975.751297034,-599.867226528,-1378.75190554,101.42823979,-1307.61461153,1857.2911213
-11116.2382255,1809.11760968,-2660.65300178,-8777.71136235,8902.82395727,-9334.95350763,-8103.86689914,-8161.28033507,4565.78780262,-4036.43395692,8795.79954066,-5120.88927491,sheltered_college_freshman,-3893.57844364,-313.587634676,3195.55430062,-1577.16527942,1410.4675345,931.570917573,-1318.81198577,509.708559598
-7423.45456377,-96.0140430962,-279.648162674,-4139.37696074,-2886.07563642,-2643.70139611,-8128.62728707,-4205.77487305,-4883.67918874,-8882.47535189,4982.39903109,-304.917329831,sheltered_college_freshman,-487.637599779,-5130.53546068,1825.46895933,-5037.66214693,-1064.19989696,-10182.5342225,1943.32930164,1988.83952616
-18731.5128852,-12352.9888378,-600.328867237,2157.84674817,-2494.45824892,4440.94247304,-4064.37137809,2908.82478099,-2390.75974864,-5872.87518682,-1323.25780195,-2759.2273221,minor_mistake_marvin,-1242.28471852,-427.030472459,-3627.8897957,4852.45529349,-1907.0120181,7495.74209576,4451.73445794,2444.93695377
141.857201885,15760.9415147,3969.97360937,-2648.54266524,-2392.3624051,829.020257295,3384.53769436,-3766.23310037,-9697.8092662,5708.44462289,-304.499925775,891.380398481,high_expectations_asian_father,-7427.98880436,3834.79532901,-6441.85632062,3442.2755162,-1301.7794257,-1343.99518557,747.524714664,-648.545645764
-15070.8628591,-1707.08131154,-5091.20788275,-4170.48916411,10593.3454712,4842.04507983,4118.96068591,6771.21733526,-2725.3149684,8944.2713831,707.365313488,-5129.55677968,college_liberal,4634.77301466,-569.960706646,2983.26000933,1121.39976918,-1880.12918679,-2299.20300142,446.666371015,-800.539646564
24311.2761625,-5730.74157024,-4279.5643716,4916.36681632,12195.3262488,9933.41671888,-6037.47482623,7448.89694695,-4432.14360718,-5832.40191284,1969.4076662,10736.2804319,unpopular_opinion_puffin,-9968.73506992,1041.58537225,6459.88621113,5644.00385316,-1267.53829287,-3258.88640973,2125.74793615,3462.97211292
-19276.9441938,-14813.3637179,2576.63864314,-4544.04638165,-149.945651967,1586.19553536,-1340.80537393,853.68200949,-2413.1687249,-4280.13689328,-4539.26152438,-3419.64948508,first_day_on_the_internet_kid,2089.49547505,3820.27946661,2226.05134251,-5182.06401737,6401.82249685,1479.51561798,289.083350939,-3325.11676095
-15109.3008717,-1946.04953274,-5066.84425261,-4055.12360647,10716.6101598,4592.64043707,4716.88535196,6660.56561166,-2437.67401182,8404.20871008,1197.85665384,-4466.73751439,college_liberal,4610.22350903,-143.593984634,2864.55651414,857.007652349,-2062.03162131,-2220.10830019,499.4946416,-497.967845865
-1751.45307171,12594.2303238,-160.207610971,-1583.2829177,-3985.67665003,4919.56074505,3763.88314128,-375.16437287,-6403.16183415,2400.60561805,2749.88996349,-407.614968893,philosoraptor,-1681.60273108,-5232.9480843,858.447873514,-1152.66932046,7639.33618379,-278.685833819,-4850.12481107,949.395635273
-3386.67587482,14718.770596,3127.05910091,-7826.67315701,10842.5012052,-7819.85555771,654.137609543,-1062.82186768,5442.59762404,-132.289924536,-4036.75713275,6372.66801524,bad_luck_brian,-937.594475955,446.615888878,-3478.3492184,2941.57565263,4133.12736497,-2187.61021663,3445.89013327,-2480.45222157
9087.46171234,5815.26288574,-8489.86185309,-3209.80820477,-3660.95615811,5070.55284808,975.072301167,7342.63509529,2484.60431333,3530.15515817,-1651.54240982,-2438.50638811,business_cat,1264.76424121,-1288.90034218,-197.551741324,-285.757460699,3820.90196983,5752.97211986,2608.13230707,4459.63264334
15619.3748465,1639.30169592,-14212.087808,7312.87486698,-3772.72261271,-16274.6370976,3624.56669964,16214.3631401,-1087.91150042,-2276.19093924,1226.96328846,-4229.08025298,paranoid_parrot,-1498.23798265,643.864216627,-2819.48875447,-2459.29398676,2735.35600351,418.634229609,-1306.98757051,989.690931801
-19674.6667248,-12424.1151554,-7003.28742605,16957.7189133,578.380310785,-1519.85832216,8401.24423394,-8326.99688342,1276.02572045,345.465111199,-850.710376453,4334.60341151,advice_god,-2408.75254459,-2263.72181313,1213.26887339,584.587645842,-2036.91308148,-1268.32923259,-240.116699168,1713.79974665
-14994.1347759,-1294.74078217,-5322.72664082,-3656.00628993,10766.0852791,4695.64156772,4817.88865497,6563.06035609,-1613.34556376,9709.53670218,1354.6861455,-5294.68742956,college_liberal,3983.96531753,1052.45433796,2948.47916264,1168.43603742,-3893.39959994,-2074.91759005,-449.531574343,-633.26102957
-7968.27034485,7211.46434965,-1082.9103376,-2887.46413516,2779.59218962,2342.49918152,3427.64731438,820.290879583,-1604.07620753,1632.21099583,1036.70012495,706.867298287,philosoraptor,-2998.33458488,-4590.76943565,-1494.43339475,2521.28532614,7281.55679797,-399.478026254,-1921.42602651,-2261.37058544
1004.78251635,-13144.0187961,1454.00011754,-3152.23885743,-5579.21138554,-677.676349109,-5868.48556727,1062.32990342,1484.33458683,4304.58244312,3477.88360561,4477.19340692,evil_toddler,-935.147003435,-5828.59712521,-3126.37536718,-1287.43754454,-2330.15545093,-29.7198406628,875.476804759,-3370.19484405
-511.55091037,11711.6488957,-344.484376981,-1173.2835508,-3214.76288758,4478.46893561,2894.41362432,428.451386052,-5630.97104392,4432.11300856,1877.98013755,-385.05647799,philosoraptor,-1559.76036414,-2674.34099553,-935.318851779,-2324.1448759,5369.31169323,1667.2215997,-5106.73654079,1133.4672647
1102.59174701,-12877.0005832,1139.95683835,-2654.29029827,-5747.0042729,-632.403817277,-7989.81165193,989.704138549,2690.68426448,5869.33261643,2709.29766232,2918.69666741,evil_toddler,-2614.03225949,-4549.78646641,-3684.91374913,-395.329032776,-5217.71329426,-245.388369589,-49.8072903292,-4804.8976504
-19416.9665485,-11686.7486556,-8716.87379556,18097.9866353,2794.79879796,-3837.33590858,8936.90671714,-9489.84024361,914.121240059,1588.46401181,-604.559629079,2510.02870349,advice_god,-2304.01144587,-1976.71000787,-403.17573149,-647.922762134,-1695.42161687,455.248867053,-1793.21824455,62.0795048636
-1650.1156032,12079.3594011,-5061.88285945,-2710.21936122,-5907.66359374,991.126830629,-4180.86967007,-2949.94191763,1835.97408967,2174.92879417,-3131.26227576,4360.84834609,good_guy_greg,1138.92546694,1445.15451476,6818.81632287,-202.470353974,-2254.76811537,1104.55783292,-1512.17744447,-6700.68978269
-2436.84122749,11068.2048887,249.584636491,-1201.5494466,-3883.21535995,6229.67801091,4151.40408005,1021.90586139,-6338.50946243,1537.66666097,4397.99521307,271.954104963,philosoraptor,-2857.15406161,-4003.35537093,737.181329859,-697.675750518,3877.17443191,-1254.07401096,-5355.22921763,2214.11993514
-19180.9420017,-11032.7041817,-8346.92656566,16839.3650504,2415.11542138,-3505.55974861,8114.24429419,-10843.1467257,1671.42092531,1464.97195171,-2433.43658238,2374.26657138,advice_god,-4271.42926868,-1828.11273322,1501.2446202,-1398.45955188,-690.248164285,-655.114833648,-1226.80801101,-761.559010575
-14818.1642465,-1297.6676978,-4698.68425972,-3323.44778828,10505.3867157,4261.81138926,3773.39865486,6837.97442161,-1600.18935883,9147.18325708,382.37390926,-4763.46585046,college_liberal,3665.5887839,1681.13159389,2589.94131483,1599.87345493,-3529.86071473,-2300.91316889,-1618.88274323,1149.06549306
19002.2375167,-18427.2222926,9631.53473365,-12936.9707528,-6464.660088,-1560.42369393,17526.8309112,-2831.46672286,5714.8487988,-4815.34227737,5257.83960163,-1080.57973986,sudden_clarity_clarence,423.521516774,1453.32108858,5383.8269338,2645.8322403,-3830.36104154,-2251.53962434,685.606388315,2715.4873095
17232.2059048,3517.4195174,-7005.65616184,1488.87089753,-3057.55827051,-741.084779621,-6672.76510689,3687.88198808,-38.9669121027,542.611000173,-4409.16239366,268.707856467,good_guy_greg,1149.58938283,2443.84373704,1678.2059245,-4009.67057084,-4241.04537012,4874.30313841,1656.42565404,7807.7007362
18440.4177091,-18796.2300189,10132.4983005,-12267.9051382,-5244.27043131,-475.861245008,16217.4663199,-2059.79350525,4463.30155511,-5254.73236574,4613.377737,-729.465671322,sudden_clarity_clarence,-545.411152096,681.37028665,5438.82169147,3508.33634558,-2680.5655755,-3096.07473643,2886.43953688,1178.79632245
2258.46859032,-13387.6519641,1296.83841626,-1861.87120962,-5068.80299494,-1680.05040154,-8414.10541356,1236.88693087,1494.16514062,6466.62783596,3344.54972235,2874.15415086,evil_toddler,-1406.14013379,-4485.70095373,-6144.17411643,-2261.14383414,-5280.38989046,2235.11395465,-1743.30392959,-4432.50641788
-4565.67810723,9591.43026472,1643.35204106,-4031.49659745,-2921.88776099,1129.47553335,173.256662826,-458.642760328,-3355.15147473,-5293.19928108,-6427.67656473,-3589.71653821,confession_bear,-73.3519389715,-12108.7819989,763.443551464,6420.79010648,-416.013911068,-132.863345383,596.593123555,596.83489355
20384.3806439,-18332.5419898,9969.90801768,-13198.9800528,-5655.32621684,-503.670713846,16962.4229229,-2340.91705994,3542.50056282,-4981.87951044,2841.71977043,-804.001574526,sudden_clarity_clarence,1535.63250834,-883.689702561,5598.7172592,2494.79232989,-115.835574649,-2493.67907663,3563.01906008,-398.813884918
-2692.03143717,10849.2852474,-8167.13502441,-59.8222763575,-5217.39960292,17093.7429359,1487.61171996,942.936941468,16371.3310849,-4685.45538362,3798.13524208,-560.44778029,business_cat,609.460523006,2314.36334552,-5110.26383728,-1284.52200097,574.901998799,-2454.50813042,109.551850768,-717.965140343
-50.6487598077,12266.8785371,7065.6908278,-1301.05881659,2325.04483662,4710.09436064,3731.22448448,51.6563127101,2008.3014383,-283.559848227,-636.531943221,-3296.04913496,religion_pigeon,-13422.840282,-4792.0900106,-1288.02301436,-11752.6836297,-5627.42537887,-374.341285526,1608.33898032,328.498072923
-18367.6366082,-11211.2104361,-1025.69130017,1766.10101667,-2579.80641767,3593.18031994,-3633.16315325,1931.40864453,-1564.04795991,-4679.66421469,-2040.17332992,-3612.94352682,minor_mistake_marvin,-828.700374641,-514.889494334,-2152.20456859,5732.40509684,-1711.44542649,6522.57927006,4883.46030666,1817.27739346
-17527.6166381,-12094.7313791,2471.06754249,-4286.96634967,-184.049668927,892.519504466,-1507.23286377,1505.01944787,-5879.45644736,-6360.86871299,-6933.84050853,916.888183557,first_day_on_the_internet_kid,-266.817765856,7063.02075624,-2224.82349609,-5603.16313235,-212.829691001,-4370.29592615,-2789.18173971,-1221.17277875
950.299312531,4428.8049486,30424.4016687,13612.5973458,2924.60058326,51.7309690743,-2899.67453174,1231.52824671,5013.14040114,3853.26083373,-577.510459047,-2478.82474949,socially_awkward_penguin,1722.88731797,1906.80511203,3579.8344789,-2234.03892027,4134.83071793,1273.8883317,1065.05945985,-1760.88502826
30476.3326293,-3877.86518479,-5278.6860408,6214.75007648,9681.34186765,5984.18829584,-5888.84867599,4140.93618923,-2896.08236817,-854.539131807,1134.60442126,6925.32017081,unpopular_opinion_puffin,-5071.79821865,-1876.95294732,4438.58337222,1120.37623993,3861.33471827,-147.4403898,2271.40594279,-1218.04799233
-4982.0734039,4177.04737937,-4843.64731044,-2002.75175212,-2595.94229611,-8392.55766134,4548.92836592,3249.29328618,-1002.44907006,403.89715033,-73.2759617988,4323.30922126,paranoid_parrot,-167.324849472,-4389.84382166,-4939.28621832,2660.74127623,2990.46797561,-2380.33135969,-2228.12104342,-7556.43398834
-18428.8721887,-13052.8333654,2944.0077806,-4252.06535491,-1587.81005762,1859.02671186,-3998.75006597,929.627708753,-5148.69920401,-5586.21575606,-7369.29246118,139.5539744,first_day_on_the_internet_kid,-2178.13036851,6843.83666343,-2031.42887341,-4442.42762318,671.262140867,-4804.74442994,-2889.55492474,-502.6142642
522.071807369,11732.3943062,-5993.81544593,-2830.92953746,-4077.66666835,2120.72493237,-1105.17309052,186.87145828,-1279.34981978,-1617.24062659,-2272.69026941,8850.51815598,good_guy_greg,5945.4112529,-37.3531107393,5776.27279748,-7695.44768212,-5961.48634911,6480.08467254,-1462.16247355,2122.40794239
11146.7189808,-13913.9974525,4564.34482493,-3847.36491175,-6626.75886236,-6.6646515668,-7792.66566815,-3094.11836757,966.886619734,15696.4552672,-4333.7048515,302.943369722,lazy_college_senior,153.175880529,-5694.35732263,-2286.08572502,-1457.99972246,4780.5171102,-8075.38068958,4770.95037686,5953.88519303
-20048.5680608,-14642.7991181,2390.70737923,-2652.9243158,256.383409896,3480.98941292,-4223.56948909,1307.43261563,-1630.74229228,-3270.75013082,-3436.69390169,-3531.30581375,first_day_on_the_internet_kid,-1625.22113595,7050.5561787,2997.23735707,-2938.697387,2189.34429283,1770.13864549,-3124.8593703,-1751.909689
-3106.77504854,10325.9963972,-8006.59022437,705.586337538,-4573.77870846,16707.5111674,1670.0959664,1336.78975268,14253.1551341,-5109.96020316,4692.86392814,-103.850500517,business_cat,384.724937748,1763.82930491,-4440.82839687,-966.234127953,1080.88322058,-1974.5489615,278.57085745,-153.906769721
-3589.18637625,13601.5638668,4475.39157635,-8938.13741415,9996.78465041,-7186.6947978,4380.33247252,728.628139748,4187.93835407,1972.18558066,-4554.55124272,10349.1634663,bad_luck_brian,-1014.49778134,1258.14303651,-5471.86554194,507.300944807,-302.416431489,1452.82583485,-989.909245514,3373.38163093
33761.0574561,-5255.92736091,-1151.53780964,1739.18345923,7447.75339192,-843.837894602,1540.7522808,-5389.65162492,-869.297269668,-655.182585587,-1617.85010879,-4602.10599597,bad_joke_eel,8079.45932693,-2544.80247841,-5215.55944241,-3548.20701057,3663.14525587,1895.75228497,-897.507145709,-1568.75720094
29085.9043173,-6606.72112341,-4285.99976556,3571.58144884,10980.7269566,9178.26086431,-4527.60163775,5614.69896562,-5016.72369632,-4177.76265722,325.432756974,8017.05014635,unpopular_opinion_puffin,-6973.42657291,-1658.28129146,6874.00744671,3638.51589264,3512.52891517,-832.919532871,3809.30047342,-3819.49746455
-18963.0801997,-14101.8632954,3499.18027825,-5716.10419578,-2724.54008302,2435.53584843,-3226.516174,1441.64442879,-5894.56367737,-7191.58706712,-8629.26031733,486.92803029,first_day_on_the_internet_kid,-2328.09317136,6438.71215469,-1048.18280618,-5467.38757198,1614.41929846,-5658.0689571,-2069.02326448,-777.363281655
-3632.48517461,6461.13991201,28844.5896738,13010.7231045,3166.60266526,-264.789006007,-30.3496982615,5330.55778359,863.293936985,-183.750909925,3100.46505182,344.546809889,socially_awkward_penguin,2108.92951966,-1544.7726659,118.239067012,-4660.31232392,-1100.22854324,2410.47080767,-588.764676345,2595.23871198
-10186.1413187,2183.12211682,-2759.95647417,-8817.52721437,8091.88883775,-8694.58421554,-7248.62581023,-6893.49116629,2187.42969873,-4647.839357,7972.29235894,-4671.54541021,sheltered_college_freshman,-1571.42562432,-1482.20155963,2541.71999604,-1040.30783212,1289.48196169,-510.501795319,841.900069527,-1376.45115379
1285.09305973,13224.387061,-10174.5213618,5143.98721111,-8472.55501125,-11848.6695287,3896.572631,3965.2455753,-188.220379684,-2416.83884249,1049.84530262,-2352.69045466,paranoid_parrot,553.135277673,-623.697517789,106.255393737,1170.98602224,763.860950716,-3406.39945155,631.268359776,-8779.33498443
-18267.2183275,-12534.794884,2346.63486609,-4513.74448529,-1277.7149432,2649.43881468,-3607.73943344,1308.47069002,-5327.65170372,-6411.88437813,-8166.99910808,276.672528912,first_day_on_the_internet_kid,-1240.65651625,6242.24484293,-871.489616886,-5237.57165977,671.411614728,-5482.29507404,-2390.13665041,-11.2525736361
29662.446441,-3155.27247636,-3922.82999246,4686.45104496,10039.8167712,6263.14152169,-4053.10497192,3487.2685574,-4479.54532277,379.102631481,1137.67885543,8913.02964931,unpopular_opinion_puffin,-4984.61920128,-445.36724115,2727.77002943,2468.27990945,3274.1767269,-2461.68728146,-416.422848562,-1038.64950052
4313.7224858,-213.475725951,4513.23505653,-1084.05261607,-10204.3605392,-759.205671214,-1659.18085163,-4098.27426023,714.993433519,5823.39846705,-566.315375629,3651.52538627,lazy_college_senior,5942.17582586,-2835.82849758,893.127056506,-5936.41750746,117.546161124,-2337.02142482,2202.95957868,-3409.68355658
-17458.2191434,-10249.6619988,-517.737636769,2019.70580372,-2654.21257619,1766.40084604,-3222.59138677,635.506741381,-1311.44012398,-3963.61476514,-1273.77256282,-3116.84913236,minor_mistake_marvin,-511.170034552,-337.984174506,-3479.84668479,5233.21788954,-939.707447822,6314.20809793,3653.3018777,1325.20664529
15962.0441872,1563.8095813,-14754.5776621,8442.01108672,-5443.9226388,-16445.2727208,3856.04952995,16533.5374691,-596.749250917,-1229.04623449,1048.4832388,-5091.68033846,paranoid_parrot,-2700.72388751,1241.06266582,-1246.42580951,-3454.82872503,-87.644154921,-168.49162563,-562.374802696,142.172240139
-3863.09195234,12078.6647536,-527.51426849,-2987.54774143,-2399.2529688,957.006011554,-889.624609965,-1394.32313596,-240.712062663,-5368.15176537,-8472.90256953,-6032.43707674,confession_bear,-594.863277956,-6697.87831248,2089.60503585,7584.02603404,-1854.28831211,-14.9204376866,367.989082754,1006.86796663
-8466.54249492,-398.545694292,21435.1510773,12078.5731803,372.556157288,-2076.42096196,-4769.4947886,74.2243977667,2368.21771147,-2419.53725075,4073.34175365,-528.196630433,socially_awkward_penguin,3718.93917725,3139.86796999,1975.96520442,-398.69402592,-2478.08234628,-828.160584804,-556.816704402,-596.494132841
-3694.19842797,13532.3523939,2820.57668975,-7795.46973576,11791.2792962,-6757.70475417,2507.05272777,441.898405997,3346.24963554,-3730.35942511,-4317.08109361,6027.14484613,bad_luck_brian,-524.155687696,-965.155671378,-3444.19000176,1788.59960098,2889.47748775,-2982.3822233,6619.76006251,-3480.8022778
-3393.69009652,12289.5295714,-347.94948295,-1832.21622449,-3204.05116113,-254.029236758,-2990.93037891,-3883.70899589,2402.03788262,-4809.84176928,-9002.72095939,-6307.75934041,confession_bear,-1378.1864493,-3539.64423853,2264.69790388,8178.1459426,-2897.89233069,-391.376313107,-1758.19132315,1347.3805227
1234.56047172,-13263.1406601,1255.53680598,-1823.51579118,-6161.88817881,-443.247798941,-9298.68989818,1295.18521048,2083.02402528,6788.65113693,3848.10912177,3255.29511077,evil_toddler,-3822.69206514,-5398.7942709,-4913.96844133,-396.569685335,-6793.52342416,-22.6408295072,-1029.87140765,-4143.37958519
-14772.4955108,-1648.64708573,-5154.70337982,-4549.14116205,10909.7693095,4576.18329694,4905.74172847,7055.08938927,-1684.37141075,9722.78351682,950.10899323,-4698.17779324,college_liberal,4798.95838721,1035.23051224,2536.96307576,915.859187342,-4104.96518732,-1895.60431574,-740.557578013,715.531000087
19783.2048805,-11608.2223118,2294.83563715,196.179704076,-2966.94914705,1141.8826306,-4310.22777227,-2474.56632859,5061.2138509,11116.8148242,1514.97818006,82.263543377,unpopular_opinion_puffin,-3938.78483395,3523.55875287,-1218.22795032,-160.173566652,-1952.2121996,3961.25494547,-5701.95452238,-5451.36156689
24892.2536766,-13648.2589671,2048.97943621,7.69298436816,-5532.9950874,-575.213834841,-4280.0677886,-4919.28620055,8585.36332318,8314.27248124,-6926.22304607,-4477.01218961,sudden_clarity_clarence,-8915.14210586,15039.4525836,5361.1301443,9214.96700064,445.368646738,3126.59051634,-8486.06885864,558.259194201
25739.824252,-2441.64708673,-4038.37305546,4568.08306813,10501.3306313,9766.89193006,-2744.99950767,4174.11184599,-7188.61118767,-5774.62035376,-158.124321719,9466.63424352,unpopular_opinion_puffin,-6394.61514743,-2297.30764627,6283.33163209,6398.80419914,1902.73758605,-3065.89806123,3924.56902099,-3713.19448295
-5733.0510452,9028.5669176,237.357528524,-5601.9592154,-986.181370886,-1153.13564239,239.357128664,-2257.78653834,2652.00479325,-645.794034086,-8865.76001393,-2241.56791397,confession_bear,-1332.7245456,-2821.03561256,-215.42758379,5114.63732232,-1066.83972616,85.2146574727,-4225.27167384,289.488695596
