a,b,c,d,e,f,g,h,i,j,k,label
-20048.5371746,-14642.7661576,2388.49681874,-2649.97679548,273.585678059,3505.33725354,-4203.21241784,1295.23792839,-1634.68149146,-3268.34808481,-3498.31832356,first_day_on_the_internet_kid
-3106.77977628,10325.9937613,-8008.75465548,702.598703918,-4576.41344258,16696.3868445,1666.26623938,1356.27459001,14268.5649076,-5051.86867095,4826.43934975,business_cat
-3589.17016957,13601.477654,4477.2642873,-8936.87762398,9999.50835561,-7198.25251286,4403.85878744,727.680290448,4138.51109555,1989.17278145,-4762.92479222,bad_luck_brian
33761.1108412,-5256.02168125,-1150.3572578,1739.80830618,7443.77438777,-855.715777938,1600.17065884,-5333.06155792,-837.714662459,-672.835651146,-1584.18550143,bad_joke_eel
29085.9376759,-6606.83284929,-4286.17413522,3568.12522692,10973.349579,9168.72225902,-4485.19046685,5662.77731115,-4982.16214879,-4177.48459344,169.201316026,unpopular_opinion_puffin
-18963.057791,-14101.9628772,3498.29905354,-5718.83278869,-2732.0868161,2418.97001741,-3200.39621879,1499.61002169,-5855.44336641,-7204.67532143,-8508.05341253,first_day_on_the_internet_kid
-3632.49094285,6461.12285771,28847.1178593,13012.4680888,3167.49162573,-271.51660002,-31.9358730424,5314.50948039,836.472425488,-167.495228447,2997.25979495,socially_awkward_penguin
-10186.141793,2183.15131248,-2759.27117545,-8820.74896224,8088.91737919,-8696.99489048,-7253.37850075,-6890.61703375,2203.95478815,-4643.96323471,8040.66871356,sheltered_college_freshman
1285.11700497,13224.6259222,-10182.2381742,5136.64032986,-8478.81558232,-11815.4449111,3909.32982845,3992.8729805,-130.853228318,-2463.9398266,1278.75662836,paranoid_parrot
-18267.2086388,-12534.8423373,2345.66352779,-4515.97319821,-1282.04159052,2636.44060221,-3594.80987185,1355.15820084,-5294.55145892,-6397.27894752,-8106.87953161,first_day_on_the_internet_kid
29662.5100346,-3155.42478564,-3921.70134525,4677.7175488,10028.6311575,6244.26123821,-3982.74143283,3586.16321717,-4467.26180426,358.273011807,889.972078153,unpopular_opinion_puffin
4313.71571778,-213.44588725,4508.76994539,-1084.23768979,-10212.1409997,-753.199564026,-1669.76900619,-4063.43104495,732.065809248,5881.1953171,-534.805090014,lazy_college_senior
-17458.2100141,-10249.7377707,-517.617044216,2022.81585212,-2655.88682017,1786.42024839,-3224.39047498,611.522481508,-1230.42550569,-3937.19972349,-1443.67429801,minor_mistake_marvin
15962.0440601,1563.82371629,-14753.2558827,8438.52287756,-5446.91497644,-16457.0735918,3847.8079486,16539.9557875,-622.979320882,-1188.20672509,1053.55662049,paranoid_parrot
-3863.07131955,12078.6098738,-526.570205104,-2991.28741873,-2409.08127971,934.534054596,-873.231733756,-1349.58551865,-277.607469762,-5344.49507668,-8415.03123938,confession_bear
-8466.51964454,-398.538949406,21438.7152973,12078.1246722,373.492602058,-2069.02902205,-4750.42249506,50.6772111465,2353.99360906,-2473.17513418,3797.10796865,socially_awkward_penguin
-3694.22422461,13532.3939428,2820.17531329,-7792.99734888,11795.6593045,-6757.4313519,2474.71596507,415.294804049,3338.45612706,-3676.95415518,-4301.4686195,bad_luck_brian
-3393.65199045,12289.5076089,-344.021876229,-1836.82139609,-3211.34230448,-272.928132142,-2956.41196561,-3844.87570361,2372.39958997,-4843.36476021,-9081.02302241,confession_bear
1234.60851901,-13263.1209469,1258.37567391,-1829.11098337,-6167.77939411,-443.739944152,-9264.92401254,1294.29040533,2010.3627261,6678.43450189,3694.12835188,evil_toddler
-14772.490025,-1648.61571714,-5152.77335328,-4549.73573657,10908.4331611,4579.82056184,4913.64737611,7046.8836841,-1717.00033827,9691.61439827,884.971979305,college_liberal
19783.2233978,-11607.9623656,2292.09171656,190.501264976,-2973.60932941,1155.07384681,-4281.83577311,-2455.63877346,5031.8249715,11124.9960735,1626.7433739,unpopular_opinion_puffin
24892.2235947,-13647.8908116,2050.29418295,10.2633152168,-5541.18861,-521.946652223,-4330.36069903,-5060.89318907,8500.96264245,8211.84097249,-6845.50501845,sudden_clarity_clarence
25739.8538659,-2441.62479438,-4039.26610014,4562.93709101,10496.3921477,9775.49348201,-2723.56037775,4199.68560931,-7161.73589381,-5807.69063405,-392.962463206,unpopular_opinion_puffin
-5733.06328563,9028.54732899,232.824708335,-5605.86858669,-986.40374742,-1158.71089267,225.067660581,-2215.47344588,2689.53536202,-619.745283223,-8581.65115529,confession_bear
16484.0775584,-20933.8210737,9284.48637684,-12492.4305013,-4244.07185429,1771.72149765,12908.8257472,2411.93676943,874.481450791,-4186.43244174,2136.59075354,sudden_clarity_clarence
-17347.7627308,-9393.14653482,-1161.0802776,-358.578719449,1022.42864345,1906.99639976,-2939.11390297,3028.42592914,-1842.50380403,-298.966443096,1714.08073551,minor_mistake_marvin
-18699.1797598,-10559.1971879,-8113.24391323,16597.4871916,1477.38062356,-2903.33394282,7056.6470607,-8874.4933604,2166.2174661,1277.09889944,-1850.38409251,advice_god
346.074061697,13164.1881639,-6088.41607708,-807.068649394,-7003.87016626,2283.76090935,-3383.20195692,-1791.39690456,-585.510239495,-548.630865126,-2310.08904773,good_guy_greg
27345.3138281,-2061.76457035,-5506.61071588,6499.1354688,9414.39156338,7570.57352935,-8894.46627772,2968.02827807,-1414.21112621,-1680.98941757,-1045.05103933,unpopular_opinion_puffin
-6434.45846324,5120.90241535,25429.9845993,12846.4929905,838.048222369,-1735.13819643,-2704.20025976,4880.39271924,2016.20888891,-1199.34439233,3089.20206909,socially_awkward_penguin
34781.501366,-5000.32718237,-4833.21020834,8496.68494562,8007.36544904,8739.06745749,-4966.99501606,4845.44590767,-6137.3013845,-3170.2243643,2114.33988971,unpopular_opinion_puffin
15242.3727589,1880.4467084,-13860.3223227,6334.2199049,-7375.80261858,-16429.4888065,2305.26245645,14539.765885,1126.9332773,-1402.73067797,212.412137278,paranoid_parrot
493.530865161,-13993.8375235,1484.62883087,-2686.89588155,-4683.81321442,-396.860092861,-7547.84503521,2013.63125839,1091.60148942,4601.20341606,4231.78104013,evil_toddler
20103.8547288,-10564.4234736,1822.77771238,-769.664398999,-2305.96307591,1096.00193871,-3892.24630335,-2935.18021441,5946.5331685,11208.0885622,1161.7687618,unpopular_opinion_puffin
-4882.69126901,3824.69405205,-1381.23710774,-4218.9281666,-2549.22524557,-2833.06873083,-7972.13260459,-5227.32750167,-5252.09280485,-6202.15204825,3348.6438457,sheltered_college_freshman
-2800.09674647,11243.2664864,-8467.63752812,437.268237722,-4931.34144037,15836.4464995,-528.029425819,-484.281493397,16584.1173557,-2583.21637954,1146.51599445,business_cat
-4642.30194926,8619.06569282,27366.8404263,14131.7947936,2146.10631606,-1294.89321807,-1642.66129533,4865.11481031,2484.13848365,-1701.70321921,1735.03666722,socially_awkward_penguin
-18478.0432784,-9134.43400285,-8486.98799418,16511.0900828,2795.77269582,-3546.43200727,10469.9917292,-10091.2651218,2142.33427601,1438.61283413,-1767.63543186,advice_god
-14216.5898638,-1462.38322926,-4785.70789814,-4453.67293412,10234.832706,3470.26160912,3769.724889,6184.32043334,-2490.28449357,7896.21285517,133.724609089,college_liberal
31052.8097416,-3940.60777427,-1747.67920101,2305.57351019,9346.31707689,929.849975987,1660.62400085,-5007.91238424,-2824.00573212,-5775.14573404,-2326.30235554,bad_joke_eel
16746.0275838,-18333.1109251,9840.33321829,-12432.872293,-6268.51515989,-854.160757115,15996.5271747,-771.173738189,2999.41523371,-5488.67230833,3831.68631231,sudden_clarity_clarence
-6195.99994757,-8193.3968457,-1600.24730558,-8340.92303358,209.220101689,-2732.20500936,2785.65315199,2044.72936215,-263.823013321,4957.66194281,-187.690251683,overly_attached_girlfriend
-11922.9608556,-6461.01238155,-1834.83683071,-3010.31996802,-1296.72480329,-1683.28207431,-15.8255190728,2082.24542814,440.182628933,3532.18272091,-341.467614664,overly_attached_girlfriend
25487.5574997,-5398.10183998,-3268.11868107,5272.13561522,10977.1462868,7009.98061709,-5199.56148985,4789.86454253,-5274.80145547,-2868.80764735,2796.61048127,unpopular_opinion_puffin
-4116.44150257,11249.8118772,-2798.85331552,238.575701628,-3030.93838629,1444.94562342,-4694.80602354,-1693.99684944,2634.54226628,-2707.34411145,-6795.67310869,confession_bear
20446.1337086,-18655.6403079,10188.6980139,-13110.3883762,-8678.05116761,1658.59933337,15835.6285447,-822.822335745,3407.18657941,-6965.21415376,3994.50721465,sudden_clarity_clarence
-4908.8546527,8055.80943004,28201.3773087,13105.0739775,2348.69860762,-645.046003668,-628.104200713,5454.55462226,2315.6774489,-2104.25238431,1601.7013654,socially_awkward_penguin
7892.76933288,20540.6586287,2989.18328862,2162.02671311,-7589.46956287,591.881951144,2787.71917476,-7429.72698971,-7871.60089812,4086.07456517,6575.56093039,high_expectations_asian_father
530.660063673,11979.2553012,-5541.4365494,-3822.78189142,-4178.2018902,1569.07565948,961.636998441,-545.808204628,-597.226671475,-1991.8332164,-2316.30099965,good_guy_greg
-18193.8211217,-11251.6591106,146.369721221,-1117.734244,15.7561124578,2910.38356281,-2476.41688746,4393.22152785,-2875.55728252,-1310.62810761,2144.75193673,minor_mistake_marvin
7442.27385198,18485.5433856,3226.60255208,723.346183249,-6866.05218239,328.181712745,5086.55906037,-6435.5689492,-8639.04893796,3935.68933209,6038.63988332,high_expectations_asian_father
22704.6782233,-19379.3942293,10453.7662618,-13406.5582993,-5928.3170104,-935.894896568,17142.6552449,-1614.43749042,6070.99612396,-5058.77492768,5476.65416332,sudden_clarity_clarence
44.3655246605,-14491.3657223,1688.2823218,-2020.38175289,-5255.38102429,-278.310854712,-8862.70292182,2729.61092127,474.878284281,5496.01101759,3586.21068667,evil_toddler
-1813.29743242,16528.6838626,3329.49204059,-6344.98322694,9951.54030365,-7783.54985065,-254.556973394,-1430.56332081,4348.33088629,1016.29732406,-5942.99429172,bad_luck_brian
30619.7763114,-3595.12276927,-2142.77493284,4625.71027801,9054.87017336,2612.99961213,-1291.42396879,-4419.05891236,-4301.1237342,-3315.10893756,-52.3697831904,bad_joke_eel
-979.488812471,12120.1381894,-366.863405248,-1941.29930458,-3414.1129121,4964.80232374,5556.44882538,241.640767404,-5881.94988921,1162.99332341,2695.28698407,philosoraptor
-3249.77258054,10836.0683549,-7872.80122032,1615.35420592,-4413.8413623,15170.3691422,-1108.45807619,359.798233598,14179.5374623,-2406.83418025,1284.65540816,business_cat
-10002.9332254,-8234.24616804,8670.26081849,-8262.98672406,-7553.26226597,2196.83277802,933.503427925,4662.42652638,-6208.99051181,342.095072167,4113.59091778,lazy_college_senior
-3376.25422275,12120.6371596,298.020562622,-3332.88514847,-2766.16549954,487.887244532,-264.040638273,-2448.08129375,-568.527995754,-5276.78976838,-7993.7208095,confession_bear
-441.731933168,13523.8606081,-5326.32663974,-3196.29938679,-6277.77335792,-216.635737309,-3415.07101413,-4386.07452507,3374.28695226,2548.25315713,-4387.61011791,good_guy_greg
-3346.18490415,14049.720792,2850.59614416,-8772.30217479,9951.37578825,-7549.37024524,1914.37999543,-529.700695802,7830.2741383,-164.623671178,-6987.36650085,bad_luck_brian
-4815.31567278,4205.26415587,-1414.03468279,-2988.86211415,-2711.29524317,-2513.85134116,-8402.5927237,-4676.80880324,-4521.89498104,-6270.69410157,2710.22811073,sheltered_college_freshman
-4995.40421916,9557.84147252,-10503.8700965,2349.74597001,-1484.46339586,17126.9774257,4844.25132186,1085.19618305,16125.2826393,-5670.45062411,6677.13788374,business_cat
32325.459926,-6829.14250602,-623.778460284,2061.19462193,7223.04015269,429.651417678,-720.696776196,-4495.62336478,-2401.40187827,-1763.33841553,-1858.79834089,bad_joke_eel
-2665.59639758,10146.2260854,549.335194499,-3100.05521508,-2805.54873756,5269.83772699,5814.56994779,1057.90403255,-5859.98644059,2292.77112936,3548.55189232,philosoraptor
-19467.230072,-10889.1685299,-7931.79492491,16681.4435525,1863.95418406,-1650.86494916,9153.01665557,-9339.52475742,1065.76653865,995.379301552,-1817.05453115,advice_god
-8664.66636566,-202.196777883,-2568.1386254,-88.3889888269,-3421.95244765,1458.28307911,-1970.5754773,-842.953817493,-632.179433378,-1013.63239454,1597.36130042,evil_toddler
21198.1655444,-17771.6579236,9736.00021015,-14045.2746324,-4881.88795592,1564.81416555,17022.8803835,22.5588691336,3459.04266056,-5500.78569303,3828.45253849,sudden_clarity_clarence
-3070.39054001,10138.9927843,-7836.31048568,489.609703247,-5733.22919061,17177.7684044,225.01412975,1304.95672254,13724.3603341,-4844.93219373,2857.17186898,business_cat
-3366.22056752,10343.0473943,-6929.32299356,1027.06952257,-4349.57437045,15899.5831617,230.784161367,1389.5252646,12118.0367941,-2087.90059272,2252.41004991,business_cat
-14702.2770211,-1456.97795057,-4938.97740006,-4275.86265496,10914.3558057,4703.98418437,5215.41815153,7275.65951175,-2395.34446743,9192.63122991,842.588482261,college_liberal
-8611.1505963,-1633.88424346,-2222.6594496,-341.988025927,-4607.63843954,580.681631302,-5423.7907029,-520.160875115,-16.7354842995,-933.960779154,2470.64135647,evil_toddler
-635.871235983,-15440.9592285,1873.84007732,-2423.27519647,-4713.5522516,-450.049960579,-8707.6883293,2976.21741482,492.331104787,4450.19327732,3903.98396485,evil_toddler
27887.688718,-5772.71046537,-3460.21813944,2198.22975662,7009.77622159,7573.77951517,-1068.45084282,4730.69762295,-5855.13438896,-4226.64690191,1509.43862808,unpopular_opinion_puffin
19331.177115,-11464.6664434,1958.64307647,-445.099997896,-3121.28228265,781.449057787,-4551.1480404,-2431.27824987,5254.14328006,11133.6712491,1120.82314334,unpopular_opinion_puffin
-8888.3868914,-555.873935903,-2510.9677369,-278.52252431,-3985.90418001,1784.73534303,-2365.12314522,-737.924937025,-1484.09699581,-1412.42390143,1378.16987825,evil_toddler
35515.0006012,-2641.44535393,-2019.72428276,880.709598743,8693.19034546,1513.43596167,2569.70814826,-5150.28946212,-2632.51251698,-4482.78807249,-3789.77997913,bad_joke_eel
-18960.7820227,-13069.2169232,1781.48147023,-2497.48078961,1521.8703886,1693.30255873,-3094.9923165,330.813049085,-2259.15476866,-2383.91610136,-4742.10409549,first_day_on_the_internet_kid
22361.8155259,-13444.9295089,3202.14230288,-1360.03830984,-6396.28734045,737.717930487,-2563.07619655,-4869.87425321,6842.49524037,4048.15497347,-8396.18979621,sudden_clarity_clarence
3241.91530249,1159.31469235,254.730616763,516.517230126,-4047.01655817,-1277.20547857,-2833.83327398,-3143.57958706,-352.082772638,-881.639956959,347.819792845,overly_attached_girlfriend
-3972.24889162,9987.28056777,-1553.67024936,-1520.60084313,-2636.09080612,2114.61336948,-654.540897487,-268.242534205,-1180.5260603,-5114.29773835,-5581.40586117,confession_bear
32476.6366623,-5301.68597745,-3239.84108614,4923.9830845,9889.04543675,1459.89950943,-867.925190596,-3907.45646504,-5236.05864058,-6425.1739848,-2155.82343604,bad_joke_eel
-17897.2976917,-11041.3733741,-157.667063888,-1194.96764984,557.346835729,2446.52011296,-1907.9130795,3790.81925415,-2164.82151435,-365.776938584,2323.92912247,minor_mistake_marvin
16218.8598625,2521.73707112,-13588.0809644,8302.64184028,-6541.46886972,-16109.298214,1755.12427527,14368.6264781,3393.77864988,-1787.98127733,1296.83153099,paranoid_parrot
-14636.8292041,-1735.35035293,-5096.5905632,-4406.18665299,11061.7707035,4375.04455403,4649.83653261,6645.10698887,-2588.0964237,7764.40062071,511.82059853,college_liberal
-18224.9536444,-9305.91671176,-8855.68658578,17801.6506288,1995.18287204,-3203.12612966,6722.01684099,-9136.65239153,2704.83245667,2682.99914135,-2000.31829708,advice_god
-2986.00313751,15596.8831643,3841.56732875,-7661.67581604,9455.84173563,-8853.94965117,1570.36502513,-1325.83809376,6886.0625208,3619.74947266,-5344.39971089,bad_luck_brian
756.669142117,11308.5326382,-5898.88580995,-3182.64726493,-3469.26631527,1739.29079004,-337.429807084,127.028622178,-2040.83498865,-2799.09485351,-2588.43396853,good_guy_greg
-6002.13638198,10554.1332108,3277.41265675,-8418.52206253,8856.56411127,-6318.56450076,3052.6920958,1238.91818081,5384.1823814,1487.2032357,-5099.92238374,bad_luck_brian
-10153.2497742,-4727.4070152,-1013.72786171,3062.8680934,-9097.23213348,-4499.31130276,-7255.34065461,-2297.41978191,-3969.74510521,-2589.76255936,7784.22911227,religion_pigeon
-3205.77530635,10122.7181071,-8038.8115213,144.019179006,-4927.18464582,16805.194352,1237.42353756,1170.14671669,13199.8792753,-4963.5258738,3275.14526475,business_cat
22955.9165283,7194.24782575,-4825.84380683,5767.50786539,3179.89671407,-436.853384198,-3197.49268037,1430.38755953,3011.58387801,6263.44700088,599.792513287,unpopular_opinion_puffin
17146.71576,-22769.0629385,10278.1312728,-10717.3847888,-7442.87718463,787.80940722,10417.0324031,159.024472357,1020.74334411,-6314.20605502,1909.68861358,sudden_clarity_clarence
-10100.2419525,4110.15396923,23680.9852819,10078.8953506,5267.52691955,-6407.17270031,-987.326530901,7508.17114112,6113.20647561,208.155783187,-985.373588177,socially_awkward_penguin
-19590.7821259,-11842.4750409,-8515.842847,17341.9520687,2061.28809708,-3701.29745026,8119.67270549,-10663.3055113,1852.57958367,1513.33273167,-2264.97785471,advice_god
18747.693708,-19301.5519125,8346.61176401,-10391.3923201,-5725.06452829,-642.96614234,14660.3764131,-463.39883678,1393.76173717,-3985.12873742,-399.730963047,sudden_clarity_clarence
-8925.73937952,-3685.73234641,-1171.12886148,3093.8794415,-9756.92779354,-5526.95079746,-7276.01830926,-1780.25468169,-4452.08090054,-611.865209201,8666.13278289,religion_pigeon
-6409.69904928,-4199.74728025,-5047.86608344,-7902.51264073,-12107.1681843,-5289.11141771,7158.8568558,5730.02785086,-2519.87935398,-1328.20164976,2768.2345442,paranoid_parrot
-17734.5162522,-10324.6482043,-481.334591581,-1314.54059529,537.133127426,2608.12595479,-1657.30217239,3939.91393853,-2051.60346991,23.2560534143,2107.4709493,minor_mistake_marvin
24385.4766435,-2257.28658537,-3938.59547112,3473.48960607,11193.1203806,9530.35293162,-2709.52405916,5222.76757035,-7504.30065684,-6902.19091622,-1148.90307266,unpopular_opinion_puffin
-4613.16628149,5933.21246365,-5249.61115262,-1038.36825457,-7149.10607391,-9362.63944174,1132.55441514,3126.06174471,1266.4362368,2103.00029259,-1611.50090838,paranoid_parrot
-9458.25520259,-7547.83444957,1541.9881464,-5424.66247568,-1775.78250993,1701.69771258,-1935.41112457,3276.73064147,-3260.63556366,362.685387334,1750.98837784,minor_mistake_marvin
-11483.3323078,197.150329327,-2674.71250729,-9587.37171954,9404.98542849,-8755.09364764,-6183.04750737,-6198.66139289,2309.54097708,-5881.14134413,10781.7191311,sheltered_college_freshman
-3860.45125208,10680.1554062,-240.798253613,-2177.12711968,-2985.16624446,583.851481517,-3258.0224206,-976.375775738,-428.70700869,-6880.27862028,-7504.12793104,confession_bear
-18300.9235426,-12586.6487626,2807.59509818,-4523.52817663,-1390.56967607,1681.32220936,-2571.69683996,1105.41297582,-5757.2230861,-6988.58339344,-7829.1972461,first_day_on_the_internet_kid
33153.6620247,-3959.70108369,-1729.84358596,3285.49291517,9353.59592123,21.5268566978,2314.62553859,-4871.36654246,-3761.71033778,-6155.95468122,-901.079297932,bad_joke_eel
35221.7060327,-2371.04728678,-3466.55426903,5145.70980213,9267.44206602,-266.107794153,-1593.76573097,-6798.80613453,-1456.54137635,-2575.36193016,-2879.11135628,bad_joke_eel
-17654.6114071,-9887.21083427,-1453.63491959,2257.68299103,-1461.01780797,2305.08324082,-3392.95722626,817.797862191,-873.197596514,-3640.66621668,-2058.83861419,minor_mistake_marvin
15183.7582362,-455.011497745,-13303.0981955,7396.45706593,-8166.66026201,-16569.8659014,1759.53182127,13828.1125964,3555.05771583,-3740.90412042,1062.75703003,paranoid_parrot
-2763.71723185,11009.2132613,243.893851648,-1255.61803733,-3671.21277563,6559.15904123,3295.43346835,878.160538908,-7322.08221694,1664.88633096,3894.14218244,philosoraptor
7658.39968135,20507.8335133,2496.00806,1349.48045368,-7570.79442378,1105.02997646,3326.83749007,-7469.10714724,-8378.75997978,3976.77019257,4777.18352841,high_expectations_asian_father
-15134.1926227,-6655.87985701,-1392.12095141,-1495.99730937,-986.474560962,-991.98140503,-2821.49492005,2122.52859519,-1534.01153251,1416.58767659,1663.42634085,overly_attached_girlfriend
14464.0506168,-1149.89047783,-12902.9169815,6744.46003996,-8378.5757918,-15593.3680612,1539.30670779,16286.0926205,1616.02997369,-2847.69932761,1086.57973618,paranoid_parrot
-1332.74716958,12869.9065214,-814.928199082,-1339.26319175,-2973.16221671,5277.49849458,3386.71630904,-823.823804343,-4529.94874499,2581.23383753,1344.29459078,philosoraptor
-19293.5628179,-11711.41161,-8069.22397806,17445.7194605,2338.35141967,-3292.35907563,8114.53001416,-8259.06562105,48.415402069,370.090413926,-1019.96525388,advice_god
36394.7591663,-3856.96416373,-2784.89487512,4643.91909426,8755.93134385,-334.676909189,1350.31582016,-5023.71886159,-1562.18041842,-3567.14118174,-1372.01174219,bad_joke_eel
15207.4874377,1217.87894432,-13344.4382791,6924.22853914,-7855.86073698,-16987.9059567,2011.38918674,14064.7890317,5263.45641788,-1430.43419402,627.191609506,paranoid_parrot
-303.687079239,14995.9709558,1326.18380837,-4533.64971821,-4502.24211188,-498.010550228,-781.734192896,-2904.23847683,142.878496035,145.433774209,-9237.1651596,confession_bear
-18310.674886,-12957.700896,3142.61885151,-4046.24013437,-1248.75647587,1661.55602465,-2860.6221198,1528.58633192,-5226.21334969,-6267.67105661,-5680.24368586,first_day_on_the_internet_kid
-2419.75371643,13154.1580082,-5739.18152778,-2556.02441949,-3742.15097961,1340.27607484,-4965.95149979,-2874.68712646,3611.04079605,2020.56438276,-3955.06058229,good_guy_greg
5969.04819103,19834.2724979,4269.19384806,20.3012716742,-8073.32124763,958.054841267,5142.16712538,-6764.3859584,-11350.5094751,3164.81531032,5643.60583012,high_expectations_asian_father
17193.7012898,5175.6016259,-7543.94437572,2683.53912048,-4020.13846594,-1978.00221636,-8388.65270813,1044.48568942,4677.32078457,2490.55065582,-2807.03648555,good_guy_greg
4651.26630154,18154.7499686,-1683.63837581,5322.24530617,-5675.39226305,1904.79200366,1843.7243972,-6495.87198601,-7451.90018345,4841.70959957,2539.61554497,high_expectations_asian_father
-1918.44954116,11322.0816751,-49.5516907249,-1188.22231151,-3031.16712843,5859.30487183,3918.1377952,330.678196099,-5051.59727481,373.979944863,4580.1697751,philosoraptor
-10568.494728,-8635.14969601,-8.48727397176,-7576.97964158,-346.107606737,-1649.69275514,1423.9310875,1297.00182813,776.198714575,5587.430863,906.491941303,overly_attached_girlfriend
2003.03314463,7848.94706606,-7450.78950332,4857.92735251,-7603.77945889,-9267.56689993,2346.98178638,5991.04910202,-238.709203114,-4292.41946662,4274.83635394,paranoid_parrot
-1075.83897771,11709.6018701,5007.51763503,-1820.34145601,-3731.25152692,-1170.34853151,1916.98077179,-4666.90042044,-6049.49241708,763.624048043,1594.14461566,high_expectations_asian_father
31135.8480156,-3391.97748861,-1813.41951019,4137.34270082,9554.05217683,1576.99405577,1320.84366214,-3291.56176371,-4758.60022652,-5003.34807484,-621.615427013,bad_joke_eel
-2121.9056711,10636.7344182,132.257331589,-2073.50062355,-4085.96839925,5579.04178845,4129.38932848,858.263704361,-6472.82380271,370.669978766,3469.22080929,philosoraptor
-9693.11484692,-4051.79099161,-670.438907243,3301.05439197,-8824.9999324,-4744.52099916,-7058.34474921,-1916.82549971,-3746.29300023,-2142.42408899,7806.03744996,religion_pigeon
-1914.7775604,12499.31998,-59.1165966927,-2610.92700842,-4015.59083023,1056.97400791,-762.228453451,-955.473545506,-909.149739671,-6027.03776006,-7715.75953113,confession_bear
-14882.4690444,-6773.99624981,-4224.01797506,4314.75601979,-1830.35012401,3679.7907205,522.330495767,675.986137624,1166.40857038,544.224053267,-241.931374051,overly_attached_girlfriend
-11267.4457551,1370.93427489,-3366.28045831,-9634.10353731,9416.45038851,-9369.42743513,-7878.18371585,-8213.60805569,4340.19586597,-4551.31096353,10649.2228453,sheltered_college_freshman
-17931.5464739,-12060.5929947,2712.13735529,-4278.09024302,-1380.99995886,1660.93377883,-3187.85262579,1032.05358989,-4886.9410628,-6161.81043077,-8659.86328023,first_day_on_the_internet_kid
-19465.0629398,-11251.8383331,-7532.24153087,15506.2580236,1235.1379637,-1718.51402795,7495.89927831,-7142.14856463,1725.98810292,2956.60677894,-893.801279135,advice_god
-14852.6838306,-1610.67777774,-5165.14348552,-4249.9919844,10747.7706087,4936.26442043,4640.29892454,7172.93074203,-1685.23892319,10143.1489735,753.149447253,college_liberal
23903.4160184,-1593.69763685,1861.91596513,-371.367693947,2498.77860361,-3880.26360366,1526.93320394,-2333.8603144,-2996.89726885,4664.00296673,232.874274766,bad_joke_eel
-2104.57706906,12006.6029632,-284.619938769,-1744.31563356,-3469.65920317,6106.05598027,3795.00268625,420.773701712,-6321.42471418,1433.93690429,2052.26187384,philosoraptor
620.080294871,11858.2295154,-5903.46106481,-3483.3445578,-3706.96998064,1466.25889122,-23.2884939597,-368.962903184,-1286.902975,-2616.8466537,-2644.65138049,good_guy_greg
-6992.25747042,811.293381959,-249.688296366,-3367.83675041,-1587.33873062,-4082.49857678,-6652.95409264,-4734.26670949,-4135.8624106,-7726.40818535,2631.09949237,sheltered_college_freshman
-8.83219142309,11451.3083264,-9995.56164214,4208.82676665,-7737.08985178,-9908.01502015,3014.73430184,5738.38699533,-2242.98935658,-570.481233843,-1447.18196849,paranoid_parrot
17765.8575631,4217.95350789,-6927.66165624,2223.7295766,-5127.23790592,-858.18374052,-7208.84372841,2725.323431,262.195357267,229.247718843,-5242.74774937,good_guy_greg
20339.2953595,-17756.6034472,9978.0366146,-13278.3067016,-7420.32339131,941.0548494,16501.7431523,-1509.75132956,3491.43734307,-6224.68444436,2124.98301965,sudden_clarity_clarence
-2450.69974952,12409.4362169,40.2455546351,-1926.81891069,-4458.82208152,1495.23354774,-2425.60096694,-1513.58791141,-1570.17313177,-5533.49395825,-7400.88398219,confession_bear
-19636.049371,-12519.3714524,-8265.52616228,17618.9075993,1340.66200279,-3118.48110226,8962.69302862,-10126.4785799,1750.70108186,1162.6927358,-1649.00295304,advice_god
-4880.21106485,9899.74533864,-897.403232213,-209.557427227,-1321.08626082,5016.92496293,1136.9246458,1986.72996467,-1955.25810592,839.926738251,2542.17736159,philosoraptor
-18539.4716005,-11962.5103923,-53.6042920067,-1295.65471684,413.417224689,3474.11499586,-1869.16697877,4532.19242585,-3463.12881938,-1278.4142529,2092.92157441,minor_mistake_marvin
-5152.78602584,6487.69270658,27098.3808233,12170.8971949,1173.69907317,310.992225765,-550.736011783,5497.72206742,2550.53116518,-3576.82386095,2134.13285891,socially_awkward_penguin
-2703.30011449,10735.3306591,163.333787648,-1535.75395387,-3957.94494776,6580.85666843,3627.94154423,1339.66910405,-7608.96140897,1089.28054583,3384.96608784,philosoraptor
-14363.0944328,-5079.37577412,-46.4263359642,-7656.01786011,4977.5911318,-4243.91352926,-1307.93086116,-46.1718342567,109.227793891,1299.9897317,4923.39960779,sheltered_college_freshman
-19202.4107177,-13893.2898575,1605.45113365,-2741.41512599,1492.83482926,1896.37026656,-4294.86271106,382.538016379,-1564.99306227,-3971.46030628,-3430.24167502,first_day_on_the_internet_kid
-14858.499798,-1884.11479007,-4872.40989061,-4479.62729,10787.2249303,4590.47784589,5344.16086889,7214.18920395,-2491.93243645,8630.37335098,1558.16617677,college_liberal
-18584.4756908,-13325.944325,3069.10955279,-4695.31667442,-1843.52542826,2454.19905925,-3751.81906147,1422.41463861,-5338.95501826,-5847.22339518,-7800.58535285,first_day_on_the_internet_kid
-18446.5489483,-13647.6663991,3142.22074352,-4776.98082689,-2166.29549346,2599.98023723,-2613.0513398,2151.95358356,-5716.482938,-7228.69551694,-7104.29547252,first_day_on_the_internet_kid
